,SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,RA_SN,Dec_SN,filenameshort,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY,a_pixels,b_pixels,theta_deg,alpha_deg,PA_deg,theta_rad,pixscale,a_arcsec,b_arcsec
10,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f160w_ie5402/hst_15889_02_wfc3_ir_f160w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f160w_ie5402_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.913619870647e-23,-2.9449961029268e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f160w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,6.294284805736443e-17,,,0.1282500028610217,,
11,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_12913_01_wfc3_uvis_f625w_ibzy01/hst_12913_01_wfc3_uvis_f625w_ibzy01_drc.fits,hst_12913_01_wfc3_uvis_f625w_ibzy01_drc,2024-11-09,HST,WFC3,F625W,-1.1005555796954e-05,-2.2678004446892e-22,-1.9262110472917e-22,1.10055557969543e-05,,,hst_12913_01_wfc3_uvis_f625w_ibzy01_drc.fits,,,,,,,,,,,,,,,,,,1.1806345509105594e-15,,,0.03962000086903494,,
12,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f105w_ie5402/hst_15889_02_wfc3_ir_f105w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f105w_ie5402_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,-2.8594519550611e-23,-5.1980384695758e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f105w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,4.5988638621918535e-17,,,0.1282500028610217,,
13,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_13360_01_wfc3_uvis_f625w_icb401/hst_13360_01_wfc3_uvis_f625w_icb401_drc.fits,hst_13360_01_wfc3_uvis_f625w_icb401_drc,2024-11-09,HST,WFC3,F625W,-1.1005555796954e-05,-1.4390878492061e-22,-1.4152483164503e-22,1.10055557969543e-05,,,hst_13360_01_wfc3_uvis_f625w_icb401_drc.fits,,,,,,,,,,,,,,,,,,7.492003278097683e-16,,,0.03962000086903494,,
14,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f140w_ie5402/hst_15889_02_wfc3_ir_f140w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f140w_ie5402_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-1.6134786777103e-23,-2.0647645170929e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f140w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,2.5949618668030544e-17,,,0.1282500028610217,,
15,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_12913_01_wfc3_uvis_f625w/hst_12913_01_wfc3_uvis_f625w_drz.fits,hst_12913_01_wfc3_uvis_f625w_drz,2017-08-16,HST,WFC3,F625W,-1.1005555796954e-05,5.7599223190292e-36,-2.3509887016445e-38,1.10055557969543e-05,,,hst_12913_01_wfc3_uvis_f625w_drz.fits,,,,,,,,,,,,,,,,,,-2.9986603611142387e-29,,,0.03962000086903494,,
16,2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_11570_20_wfc3_ir_f160w/hst_11570_20_wfc3_ir_f160w_drz.fits,hst_11570_20_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_11570_20_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,-0.0,,,0.08999999999999801,,
17,ASASSN-16ip,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_06_wfc3_ir_f110w_if7r06/hst_17446_06_wfc3_ir_f110w_if7r06_drz.fits,hst_17446_06_wfc3_ir_f110w_if7r06_drz,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,9.69881065389974e-22,2.01602321925364e-21,3.56250007947285e-05,,,hst_17446_06_wfc3_ir_f110w_if7r06_drz.fits,,,,,,,,,,,,,,,,,,-1.5598621877005023e-15,,,0.1282500028610217,,
18,ASASSN-16ip,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_30_wfc3_ir_f110w_if7r30/hst_17446_30_wfc3_ir_f110w_if7r30_drz.fits,hst_17446_30_wfc3_ir_f110w_if7r30_drz,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,2.34325005472094e-21,3.91576385870153e-21,3.56250007947286e-05,,,hst_17446_30_wfc3_ir_f110w_if7r30_drz.fits,,,,,,,,,,,,,,,,,,-3.768655031136874e-15,,,0.1282500028610219,,
19,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c2_wfc3_ir_f160w_ibwjc2/hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz.fits,hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,2.16253714807794e-23,-9.6431676317452e-24,3.56250007947285e-05,,,hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz.fits,,,,,,,,,,,,,,,,,,-3.478014003117099e-17,,,0.1282500028610217,,
20,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f125w_iboa54/hst_12440_54_wfc3_ir_f125w_iboa54_drz.fits,hst_12440_54_wfc3_ir_f125w_iboa54_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-5.0058317523603e-23,2.2759281244412897e-22,3.56250007947285e-05,,,hst_12440_54_wfc3_ir_f125w_iboa54_drz.fits,,,,,,,,,,,,,,,,,,8.05089195689962e-17,,,0.1282500028610217,,
21,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f160w_ibwjd3/hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz.fits,hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.9610719794544e-21,-2.2720638525623007e-21,3.56250007947285e-05,,,hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz.fits,,,,,,,,,,,,,,,,,,3.15399705929914e-15,,,0.1282500028610217,,
22,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f125w_iboa10/hst_12440_10_wfc3_ir_f125w_iboa10_drz.fits,hst_12440_10_wfc3_ir_f125w_iboa10_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-2.4760574872113e-22,2.13601005455002e-22,3.56250007947285e-05,,,hst_12440_10_wfc3_ir_f125w_iboa10_drz.fits,,,,,,,,,,,,,,,,,,3.982249563064367e-16,,,0.1282500028610217,,
23,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c1_wfc3_ir_f160w_ibwjc1/hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz.fits,hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,7.42097355374171e-23,1.14929528303938e-23,3.56250007947285e-05,,,hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz.fits,,,,,,,,,,,,,,,,,,-1.1935170667294868e-16,,,0.1282500028610217,,
24,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f160w_iboa54/hst_12440_54_wfc3_ir_f160w_iboa54_drz.fits,hst_12440_54_wfc3_ir_f160w_iboa54_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.5174118994874e-22,-2.8831941756214e-23,3.56250007947285e-05,,,hst_12440_54_wfc3_ir_f160w_iboa54_drz.fits,,,,,,,,,,,,,,,,,,4.048759969655436e-16,,,0.1282500028610217,,
25,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c6_wfc3_ir_f125w_ibwjc6/hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz.fits,hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz.fits,,,,,,,,,,,,,,,,,,2.7350351782967154e-16,,,0.1282500028610217,,
26,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c3_wfc3_ir_f160w_ibwjc3/hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz.fits,hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,9.61947846141085e-22,1.53597957765891e-21,3.56250007947285e-05,,,hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz.fits,,,,,,,,,,,,,,,,,,-1.5471031709770404e-15,,,0.1282500028610217,,
27,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f125w_ibwjd3/hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz.fits,hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,1.46665842962551e-21,-1.0651243758957e-21,3.56250007947285e-05,,,hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz.fits,,,,,,,,,,,,,,,,,,-2.3588304878651783e-15,,,0.1282500028610217,,
28,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f125w_ibwjd1/hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz.fits,hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,8.38378806869695e-22,-5.8965018526144e-22,3.56250007947285e-05,,,hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz.fits,,,,,,,,,,,,,,,,,,-1.3483667703933072e-15,,,0.1282500028610217,,
29,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_14114_12_wfc3_ir_f160w_icxe12/hst_14114_12_wfc3_ir_f160w_icxe12_drz.fits,hst_14114_12_wfc3_ir_f160w_icxe12_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.9800878976003e-22,-8.2400723918872e-22,3.56250007947286e-05,,,hst_14114_12_wfc3_ir_f160w_icxe12_drz.fits,,,,,,,,,,,,,,,,,,6.401185502775831e-16,,,0.1282500028610219,,
30,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f160w_ibwjd2/hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz.fits,hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-6.2460053832443e-22,-1.4178072366604e-21,3.56250007947285e-05,,,hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz.fits,,,,,,,,,,,,,,,,,,1.0045466366104484e-15,,,0.1282500028610217,,
31,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c5_wfc3_ir_f125w_ibwjc5/hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz.fits,hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz.fits,,,,,,,,,,,,,,,,,,2.7350351782967154e-16,,,0.1282500028610217,,
32,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f160w_ibwjd1/hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz.fits,hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.0028066432277001e-21,-1.7200362994562e-21,3.56250007947285e-05,,,hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz.fits,,,,,,,,,,,,,,,,,,1.6128164783965555e-15,,,0.1282500028610217,,
33,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f160w_iboa10/hst_12440_10_wfc3_ir_f160w_iboa10_drz.fits,hst_12440_10_wfc3_ir_f160w_iboa10_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.6970396824365e-22,-2.2097524565212e-22,3.56250007947285e-05,,,hst_12440_10_wfc3_ir_f160w_iboa10_drz.fits,,,,,,,,,,,,,,,,,,2.729353243529492e-16,,,0.1282500028610217,,
34,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f125w_ibwjd4/hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz.fits,hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.9612693237693e-21,-1.8544962334573e-21,3.56250007947285e-05,,,hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz.fits,,,,,,,,,,,,,,,,,,3.154314448663419e-15,,,0.1282500028610217,,
35,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f125w_ibwjd2/hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz.fits,hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,1.99995735744615e-21,2.0506325002391106e-21,3.56250007947285e-05,,,hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz.fits,,,,,,,,,,,,,,,,,,-3.2165365117621936e-15,,,0.1282500028610217,,
36,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c8_wfc3_ir_f105w_ibwjc8/hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz.fits,hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz.fits,,,,,,,,,,,,,,,,,,2.7350351782967154e-16,,,0.1282500028610217,,
37,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c4_wfc3_ir_f125w_ibwjc4/hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz.fits,hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,9.61947846141085e-22,1.53597957765891e-21,3.56250007947285e-05,,,hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz.fits,,,,,,,,,,,,,,,,,,-1.5471031709770404e-15,,,0.1282500028610217,,
38,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_13792_05_wfc3_ir_f105w_icnq05/hst_13792_05_wfc3_ir_f105w_icnq05_drz.fits,hst_13792_05_wfc3_ir_f105w_icnq05_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,4.735453950213551e-23,1.76061341640333e-23,3.56250007947285e-05,,,hst_13792_05_wfc3_ir_f105w_icnq05_drz.fits,,,,,,,,,,,,,,,,,,-7.616042649069591e-17,,,0.1282500028610217,,
39,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f160w_ibwjd4/hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz.fits,hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0151380071955002e-22,1.7329375246390498e-22,3.56250007947285e-05,,,hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz.fits,,,,,,,,,,,,,,,,,,3.2409515894183546e-16,,,0.1282500028610217,,
40,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c7_wfc3_ir_f105w_ibwjc7/hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz.fits,hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz.fits,,,,,,,,,,,,,,,,,,2.7350351782967154e-16,,,0.1282500028610217,,
41,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f125w/hst_12440_10_wfc3_ir_f125w_drz.fits,hst_12440_10_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.4999999999999e-05,-4.7019774032891e-38,-4.7019774032891e-38,2.49999999999999e-05,,,hst_12440_10_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,1.0776138422973946e-31,,,0.08999999999999801,,
42,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f125w/hst_12461_d2_wfc3_ir_f125w_drz.fits,hst_12461_d2_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d2_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,-0.0,,,0.08999999999999801,,
43,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f160w/hst_12461_d3_wfc3_ir_f160w_drz.fits,hst_12461_d3_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,6.09376271466273e-35,-3.7615819226313e-37,2.50000000000009e-05,,,hst_12461_d3_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,-1.3965875396173807e-28,,,0.09000000000000162,,
44,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f160w/hst_12461_d2_wfc3_ir_f160w_drz.fits,hst_12461_d2_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d2_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,-0.0,,,0.08999999999999801,,
45,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f125w/hst_12461_d3_wfc3_ir_f125w_drz.fits,hst_12461_d3_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.5e-05,6.09376271466273e-35,-3.7615819226313e-37,2.50000000000009e-05,,,hst_12461_d3_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,-1.3965875396173807e-28,,,0.09000000000000162,,
46,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f160w/hst_12440_10_wfc3_ir_f160w_drz.fits,hst_12440_10_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.4999999999999e-05,-4.7019774032891e-38,-4.7019774032891e-38,2.49999999999999e-05,,,hst_12440_10_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,1.0776138422973946e-31,,,0.08999999999999801,,
47,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f160w/hst_12440_54_wfc3_ir_f160w_drz.fits,hst_12440_54_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,-1.5234406786656e-35,9.4039548065783e-38,2.50000000000009e-05,,,hst_12440_54_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,3.491468849043263e-29,,,0.09000000000000162,,
48,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f160w/hst_12461_d1_wfc3_ir_f160w_drz.fits,hst_12461_d1_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,-6.0937627146627e-35,3.76158192263132e-37,2.50000000000009e-05,,,hst_12461_d1_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,1.396587539617374e-28,,,0.09000000000000162,,
49,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f160w/hst_12461_d4_wfc3_ir_f160w_drz.fits,hst_12461_d4_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d4_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,-0.0,,,0.08999999999999801,,
50,carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f125w/hst_12440_54_wfc3_ir_f125w_drz.fits,hst_12440_54_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,-1.5234406786656e-35,9.4039548065783e-38,2.50000000000009e-05,,,hst_12440_54_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,3.491468849043263e-29,,,0.09000000000000162,,
